Seite,Zeilen,TextDissertation,SeiteFundstelle,ZeilenFundstelle,TextFundstelle,Kategorie,ImLiteraturverzeichnis,Quelle,URL,Anmerkung
193, "1-9", "Für Europa gilt, was B. Anderson über&#13;&#10;die Nationen gesagt hat: Es ist eine „imagined community“, besteht also, wenn es&#13;&#10;besteht, vor allem in den Köpfen der Menschen. [543] Möglicherweise, das wäre das zweite Ergebnis, ließe sich das analytische Instru-&#13;&#10;mentarium für eine Verfassungsgeschichte Europas verfeinern. Das oft genutzte&#13;&#10;Begriffspaar Rationalisierung und Modernisierung als Leitfaden einer europäi-&#13;&#10;schen Geschichte ist für sich alleine eine zu grobe und übrigens auch zu vieldeutige&#13;&#10;Kategorisierung, um zur Beschreibung einer Langen Dauer der abendländischen&#13;&#10;Zivilisation zu taugen.", 23, "10-19", "Für Europa gilt,&#13;&#10;was Benedict Anderson über die Nationen gesagt hat: Es ist eine imagined&#13;&#10;community, besteht also, wenn es besteht, vor allem in den Köpfen der&#13;&#10;Menschen. [32]&#13;&#10;Möglicherweise, das wäre das zweite Ergebnis, ließe sich das analytische&#13;&#10;Instrumentarium für eine Geschichte Europas verfeinern. Rationalisierung&#13;&#10;und Modernisierung als Leitfäden einer europäischen Geschichte sind für&#13;&#10;sich alleine zu grobe und übrigens auch zu vieldeutige Kategorien, um zur&#13;&#10;Beschreibung einer Langen Dauer der abendländischen Zivilisation zu taugen.", "Verschleierung", "nein", "Schulze 1999", "http://de.guttenplag.wikia.com/wiki/Kategorie:Schulze%201999", "Teil eines längeren Plagiats auf Seite 192f. {{Fragmentsichter|MoonofA|+}}"
193, "09-15", "Hilfreicher als ein lineares Fortschrittsmodell wäre ei-&#13;&#10;nes, das an jedem Zeitpunkt der Entwicklung auch die dazugehörige Reflexion&#13;&#10;über diese Entwicklung einbezöge: welche historischen Weltbilder liefern den&#13;&#10;Wahrnehmungs- und Urteilsrahmen, innerhalb dessen sich die Entwicklungs-&#13;&#10;schritte vollziehen? Welche kollektiven Erinnerungen, welche Vorbilder, welche&#13;&#10;Mythen, welche Metaphern, welche rückwärtsgewandten Utopien bilden die „Fo-&#13;&#10;lie“, auf deren Hintergrund der Prozess der Zivilisation abläuft?", 23, "19-25", "Hilfreicher als ein lineares Fortschrittsmodell wäre eins, das an jedem&#13;&#10;Zeitpunkt der Entwicklung auch die dazugehörige Reflexion über diese&#13;&#10;Entwicklung einbezöge: welche historischen Weltbilder liefern den Wahr-&#13;&#10;nehmungs- und Urteilsrahmen, innerhalb dessen sich die Entwicklungs-&#13;&#10;schritte vollziehen? Welche kollektiven Erinnerungen, welche Vorbilder,&#13;&#10;welche Mythen, welche Metaphern, welche rückwärtsgewandten Utopien&#13;&#10;bilden die Folie, auf deren Hintergrund der Prozeß der Zivilisation abläuft?", "KomplettPlagiat", "nein", "Schulze 1999", "http://de.guttenplag.wikia.com/wiki/Kategorie:Schulze%201999", "Teil eines längeren Plagiats auf Seite 192f. {{Fragmentsichter|MoonofA|+}}"
193, "15-19", "Erst wenn der&#13;&#10;Zusammenhang zwischen Logos und Mythos, zwischen Zukunftsentwurf und&#13;&#10;Vergangenheitsbild hergestellt sein wird, kann man die lange Renaissance Europas, die Verwestlichung des Abendlandes angemessen beschreiben und damit der&#13;&#10;Verfassungsgeschichte einen tatsächlich würdigen Rahmen ermöglichen.", 23, "26-29", "Erst wenn wir den Zusammenhang zwischen Logos und Mythos, zwischen&#13;&#10;Zukunftsentwurf und Vergangenheitsbild hergestellt haben, können wir die&#13;&#10;lange Renaissance Europas, die Verwestlichung des Abendlandes angemessen beschreiben.", "Verschleierung", "nein", "Schulze 1999", "http://de.guttenplag.wikia.com/wiki/Kategorie:Schulze%201999", "Teil eines längeren Plagiats auf Seite 192f. {{Fragmentsichter|MoonofA|+}}"
193, "20-26", "Im übrigen wird – drittens und letztens – ersichtlich, dass es nicht ausreicht,&#13;&#10;einzelne Epochen der europäischen Geschichte jeweils für sich zu betrachten&#13;&#10;und zu analysieren. In jeden Zeitpunkt ist die ganze europäische Vorgeschichte&#13;&#10;mit eingeschlossen und muss jeweils mitgedacht werden, und zwar zugleich auf&#13;&#10;zwei Ebenen: Als Realgeschichte wie als mythisch vermittelte Vergangenheits-&#13;&#10;wahrnehmung, als welche sich Geschichte in dauernder Verwandlung ständig&#13;&#10;wiederholt.[544]", 24, "1-7", "Im übrigen wird - drittens und letztens - ersichtlich, daß es nicht ausreicht,&#13;&#10;einzelne Epochen der europäischen Geschichte jeweils für sich zu betrachten und zu analysieren. In jeden Zeitpunkt ist die ganze europäische Vorgeschichte mit eingeschlossen und muß jeweils mitgedacht werden, und zwar&#13;&#10;zugleich auf zwei Ebenen: Als Realgeschichte wie als mythisch vermittelte&#13;&#10;Vergangenheitswahrnehmung, als welche sich Geschichte in dauernder&#13;&#10;Verwandlung ständig wiederholt.", "KomplettPlagiat", "nein", "Schulze 1999", "http://de.guttenplag.wikia.com/wiki/Kategorie:Schulze%201999", "Teil eines längeren Plagiats auf Seite 192f. {{Fragmentsichter|MoonofA|+}}"
193, "26-28", "Der tiefste Grund für den Aufstieg wie auch für die Gefährdung&#13;&#10;Europas liegt vielleicht in dieser immerwährenden Suche nach der verlorenen, der&#13;&#10;geahnten und erhofften &#039;&#039;aurea aetas&#039;&#039;.", 24, "17-20", "Der tiefste Grund für den Aufstieg wie auch für die Gefährdung Europas liegt vielleicht in dieser immerwährenden Suche nach der verlorenen,&#13;&#10;der geahnten und gehofften aurea aetas, die stets gleich hinter dem Hori-&#13;&#10;zont beginnt.", "Verschleierung", "nein", "Schulze 1999", "http://de.guttenplag.wikia.com/wiki/Kategorie:Schulze%201999", "Teil eines längeren Plagiats auf Seite 192f., vor diesem Fragment wird ein Teil des Originals ausgelassen. {{Fragmentsichter|MoonofA|+}}"
193, "101-102", "[543] B. Anderson, Imagined Communities. Reflections on the Origin and Spread of&#13;&#10;Nationalism, 1983.", 23, "101-102", "[32] Benedict Anderson: Imagined Communities. Reflections on the Origin and Spread of&#13;&#10;Nationalism, London 1983.", "Verschleierung", "nein", "Schulze 1999", "http://de.guttenplag.wikia.com/wiki/Kategorie:Schulze%201999", "Mit Kürzung des Vornamens abgeschriebene Fußnote, Teil eines längeren Plagiats auf Seite 192f. {{Fragmentsichter|MoonofA|+}}"
193, "103-111", "544 Namentlich Letzteres spricht übrigens gegen das Verfahren namhafter Historiker, die&#13;&#10;Antike aus der europäischen Geschichte auszugrenzen und Europa irgendwann zwischen&#13;&#10;Spätantike und Hochmittelalter entstehen zu lassen, vgl. nur H. Pirenne, Geschichte Euro-&#13;&#10;pas. Von der Völkerwanderung bis zur Reformation, 1956; D. Gerhard, Das Abendland&#13;&#10;800 –1800. Ursprung und Gegenbild unserer Zeit, 1981; F. Heer, Europäische Geistesge-&#13;&#10;schichte, 1953; A. Mirgeler, Revision der europäischen Geschichte, 1971. Tatsächlich reicht&#13;&#10;die Antike als historisch wirkende Kraft bis in unserer Gegenwart, ist also auch Neueste&#13;&#10;Geschichte, und zwar in erster Linie in Gestalt ihrer Verwandlungen, die sie im Laufe der&#13;&#10;Zeit in den Köpfen und Herzen der Menschen durchgemacht hat.", 24, "7-14; 101-105", "Namentlich Letzteres spricht übrigens&#13;&#10;gegen das Verfahren namhafter Historiker, die Antike aus der europäischen&#13;&#10;Geschichte auszugrenzen und Europa irgendwann zwischen Spätantike und&#13;&#10;Hochmittelalter entstehen zu lassen (33). Tatsächlich reicht die Antike als hi-&#13;&#10;storisch wirkende Kraft bis in unserer Gegenwart, ist also auch Neueste&#13;&#10;Geschichte, und zwar in erster Linie in Gestalt ihrer Verwandlungen, die&#13;&#10;sie im Laufe der Zeit in den Köpfen und Herzen der Menschen durchge-&#13;&#10;macht hat.&#13;&#10;&#13;&#10;--&#13;&#10;&#13;&#10;33 Henri Pirenne: Geschichte Europas. Von der Völkerwanderung bis zur Reformation,&#13;&#10;Berlin/Frankfurt/M. 1956; Dietrich Gerhard: Das Abendland 800-1800. Ursprung&#13;&#10;und Gegenbild unserer Zeit, Freiburg/Würzburg 1981; Friedrich Heer: Europäische&#13;&#10;Geistesgeschichte, Stuttgart 1953; Geoffrey Barraclough: European Unity,siehe&#13;&#10;oben.; Albert Mirgeler: Revision der europäischen Geschichte, München 1971.", "Verschleierung", "nein", "Schulze 1999", "http://de.guttenplag.wikia.com/wiki/Kategorie:Schulze%201999", "Hier werden Fließtext und Fußnote aus dem Original zu einer Guttenberg-Fußnote kombiniert. Teil eines längeren Plagiats auf Seite 192f. {{Fragmentsichter|MoonofA|+}}"
194, "09-21", "Zeitgleich war in Amerika die Verbriefung solcher Freiheiten in Grundrechtskatalogen nur eine Kodiﬁzierung von bereits weitgehend geltenden Grundsätzen in der damaligen Verfassungswirklichkeit. Das revolutionäre Frankreich stand angesichts der Erklärung der Menschen- und Bürgerrechte vor einer gänzlich unterschiedlichen politischen wie verfassungsrechtlichen Situation. [Fn 547] &#039;&#039;Lafayette&#039;&#039; wurde jedoch maßgeblich durch die Bill of Rights of Virginia angeregt, in der französischen Constituante den Antrag für eine Erklärung der Menschenrechte zu erlassen. Und wieder führt die Spur zu &#039;&#039;Jefferson&#039;&#039;, der angesichts seiner Mitwirkung an dem eingebrachten Entwurf[Fn 548] tatsächlich zum Grenzgänger zweier Verfassungswelten wurde und wohl als der eigentliche &quot;Pionier transatlantischer Verfassungsrezeption&quot; bezeichnet werden muss.", "330f.", "40-44, 1-6", "In Nordamerika war die Niederlegung solcher Freiheiten in Grundrechtskatalogen nur eine Kodiﬁzierung von Grundsätzen, die in der Verfassungswirklichkeit schon weitgehend galten. In der ganz anderen verfassungsrechtlichen und politischen Situation des revolutionären Frankreich bedeutete die Erklärung der Menschen- und Bürgerrechte einen einschneidenden Wandel. Durch die Bill of Rights of Virginia angeregt, stellte Lafayette in der französischen Constituante den Antrag, ebenfalls eine Erklärung der Menschenrechte zu erlassen. An dem eingebrachten Entwurf hatte Jefferson mitgewirkt (Vossler, in Schnur 1964, 193 ff.).", "Verschleierung", "ja", "Zippelius 1999", "http://de.guttenplag.wikia.com/wiki/Kategorie:%20Zippelius%201999", "{{Fragmentsichter|KayH|+}}"
194, "105-107", "547 Dazu umfassend W. Rees, Die Erklärung der Menschen- und Bürgerrechte von&#13;&#10;1789, 1912 (Neudr. 1968); S.-J. Samwer, Die französische Erklärung der Menschen- und&#13;&#10;Bürgerrechte von 1789/91, 1970.", 330, "31-35", "W. Rees, Die Erklärung der Menschen- und Bürgerrechte von 1789, 1912 (Neudr. 1968); [...] S.-J. Samwer, Die französische Erklärung der Menschen- und Bürgerrechte von 1789/91, 1970 [...].", "KomplettPlagiat", "ja", "Zippelius 1999", "http://de.guttenplag.wikia.com/wiki/Kategorie:Zippelius%201999", "Der Verfasser bedient sich aus den Quellenangaben des Unterkapitels bei Zippelius, dessen Text er zuvor in Teilen plagiiert hat. {{Fragmentsichter|KayH|+}}"
195, "06-19", "„[T]he Federalist Constitution has proved to be a brilliant success, which unitary nation states and parliamentary democracies all over the world would do well to copy. I give it most of the credit for the fact that ours is the wealthiest, most technologically advanced, and most socially just society in human history, not to mention the fact that we have with ease become a military superpower. [...] The rest of the world is quite rightly impressed with us, and it is thus no accident that the United States of America has become the biggest single exporter of public law in the history of humankind.  Almost wherever one looks, written constitutions, federalism, separation of powers, bills of rights, and judicial review are on the ascendancy all over the world right now – and for a good reason. They work better than any of the alternatives that have been tried.“ [551]&#13;&#10;&#13;&#10;Die triumphalen und schwerlich bescheiden zu nennenden Zeilen &#039;&#039;Calabresis&#039;&#039; sind beredtes Zeugnis für ein amerikanisches Selbstverständnis, dass neben aller gelegentlichen Hybris doch in einem tatsächlich fruchtbaren „Verfassungs-Nährboden“ wurzelt. [552: 552 Etwas nüchterner in der Betrachtung &#039;&#039;B. Ackerman&#039;&#039;, The New Separation of Powers, in: 113 Harvard L. Rev. (2000), S. 633 ff.]", 634, "18-31", "[T]he Federalist Constitution has proved to be a brilliant success, which unitary nation states and parliamentary democracies all over the world would do well to copy.  I give it most of the credit for the fact that ours is the wealthiest, most technologically advanced, and most socially just society in human history, not to mention the fact that we have with ease become a military superpower . . . .  The rest of the world is quite rightly impressed with us, and it is thus no accident that the United States of America has become the biggest single exporter of public law in the history of humankind.  Almost wherever one looks, written constitutions, federalism,  separation of powers, bills of rights, and judicial review are on the ascendancy all over the world right now — and for a good reason.  They work better than any of the alternatives that have been tried. [1]&#13;&#10;&#13;&#10;Perhaps Steven Calabresi’s triumphalism is typical today, but it contrasts harply with previous American attitudes.", "KomplettPlagiat", "ja", "Ackerman 2000", "http://de.guttenplag.wikia.com/wiki/Kategorie:Ackerman%202000", "Das Zitat von Calabresi wird inklusive Auslassung genau so wie in Ackermann angegeben, der erste Satz danach ist ähnlich. Die Fußnote wurde mit dem Zitat kopiert. {{Fragmentsichter|Schuju|0}}"
195, "20-28", "Freilich: Die Unabhängigkeitserklärung von 1776 und die amerikanische Bundesverfassung von 1787 zählen zu den wichtigsten Innovationen für den westlichen Staatsbildungsprozess überhaupt. Uralte Gegenseitigkeitsprinzipien fanden auf der Grundlage allgemeiner Volkssouveränität eine Transformation in modernes Selbstbestimmungsrecht. Eine Nation gründete sich mittels einer Verfassungsurkunde erstmalig selbst, einer Verfassung, die, wie oben kursorisch ausgeführt, auch inhaltlich innovativ war – eigentlich weniger durch die Verankerung der Gewaltenteilung als in der Errichtung eines Bundesstaates mit klar aufgeteilter Souveränität. 553", 487, "", "Darüber hinaus stellten die Unabhängigkeitserklärung von 1776 und die amerikanische Bundesverfassung von 1787 wichtige Innovationen für den westlichen Staatsbildungsprozess überhaupt dar. Uralte Gegenseitigkeitsprinzipien wurden in modernes Selbstbestimmungsrecht auf der Grundlage allgemeiner Volkssouveränität transformiert. Erstmals gründete sich eine Nation auf diese Weise selbst und zwar mittels einer besonderen Verfassungsurkunde, von den neuen Staatsverfassungen der USA abgesehen die erste der Geschichte und zumindest formal ein Vorbild für alle weiteren. Auch inhaltlich war die Bundesverfassung innovativ, weniger durch ihre Gewaltenteilung als in der erstmaligen Errichtung eines Bundesstaates mit klar aufgeteilter Souveränität.&#13;&#10;(Fortsetzung folgt in Fußnote 553)", "Verschleierung", "nein", "Reinhard 1999", "http://de.guttenplag.wikia.com/wiki/Kategorie:Reinhard%201999", ""
195, "29-32", "Die - regelmäßig in einem fundamentalen Verfassungsgesetz rechtlich fixierte - Verfassung ist ein konstitutives Merkmal des modernen politischen Gemeinwesens. Der moderne Konstitutionalismus wiederum erwächst den großen Revolutionen des ausgehenden 18. Jahrhunderts. In vielerlei Gestalt hat die &quot;Konstitutio [nalisierung der Herrschaft&quot; (D. Grimm) [Fn. 554] seither die historisch-politische Welt geprägt...]", "112-113", "", "Die (in der Regel in einem fundamentalen Verfassungsgesetz rechtlich fixierte) Verfassung ist konstitutives Merkmal des modernen politischen Gemeinwesens. Der moderne Konstitutionalismus entspringt den großen Revolutionen des ausgehenden 18. Jahrhunderts. In vielerlei Gestalt hat die Konstitutio [nalisierung der Herrschaft&quot; (D. Grimm) seither die historisch-politische Welt geprägt...]", "KomplettPlagiat", "nein", "Gebhardt o.J.", "http://de.guttenplag.wikia.com/wiki/Kategorie:Gebhardt%20o.J.", "Dieser &quot;Textbaustein&quot; wurde erneut und wortgleich auf S. 264 der Dissertation verwandt. Siehe dort."
195, "103-104", "[551] &#039;&#039;S.G. Calabresi&#039;&#039;, An Agenda for Constitutional Reform, in: W.N. Eskridge / S. Levinson (Hrsg.), Constitutional Stupidities, Constitutional Tragedies, 1998, S. 22.", 634, "107-109", "[1] Steven G. Calabresi, &#039;&#039;An Agenda for Constitutional Reform&#039;&#039;, &#039;&#039;in&#039;&#039;  CONSTITUTIONAL STUPIDITIES, CONSTITUTIONAL TRAGEDIES 22, 22 (William N. Eskridge, Jr. &amp; Sanford Levinson eds., 1998) [hereinafter CONSTITUTIONAL STUPIDITIES].", "KomplettPlagiat", "ja", "Ackerman 2000", "http://de.guttenplag.wikia.com/wiki/Kategorie:Ackerman%202000", "Die Fußnote wurde mit dem dazugehörigen Text kopiert, sie befindet sich an der gleichen Stelle. {{Fragmentsichter|Schuju|+}}"
195, "107-109", "(erster Teil im Text)&#13;&#10;&#13;&#10;FN 553: Tatsächlich gelang es mit der North West Ordinance 1787, das weitere Wachstum der Nation verbindlich vorzuprogrammieren, eine gänzlich neuartige rationale Planung des politischen Prozesses.", 487, "", "Schließlich gelang es mit der North West Ordinance 1787, das weitere Wachstum der Nation verbindlich vorzuprogrammieren, eine ganz neuartige rationale Planung des politischen Prozesses.", "KomplettPlagiat", "nein", "Reinhard 1999", "http://de.guttenplag.wikia.com/wiki/Kategorie:Reinhard%201999", "Leichte redaktionelle Änderung von Guttenberger, daher als Komplettplagiat eingestuft."
